time,Vs,Vo
0.177,2.983399,3.652344
0.178,2.822266,3.476563
0.179,2.617188,3.28125
0.18,2.358399,3.00293
0.181,2.045899,2.69043
0.182,1.704102,2.338867
0.183,1.328125,1.948242
0.184,0.922852,1.538086
0.185,0.512695,1.083984
0.186,0.102539,0.625
0.187,-0.009766,0.12207
0.188,-0.014648,-0.371094
0.189,-0.014648,-0.693359
0.19,-0.024414,-0.766602
0.191,-0.029297,-0.805664
0.192,-0.03418,-0.834961
0.193,-0.03418,-0.864258
0.194,-0.043945,-0.893555
0.195,-0.043945,-0.908203
0.196,-0.048828,-0.913086
0.197,-0.048828,-0.922852
0.198,-0.058594,-0.932617
0.199,-0.053711,-0.9375
0.2,-0.058594,-0.932617
0.201,-0.053711,-0.9375
0.202,-0.053711,-0.927734
0.203,-0.048828,-0.922852
0.204,-0.048828,-0.908203
0.205,-0.043945,-0.888672
0.206,-0.043945,-0.874024
0.207,-0.03418,-0.849609
0.208,-0.029297,-0.825195
0.209,-0.024414,-0.786133
0.21,-0.019531,-0.732422
0.211,-0.014648,-0.59082
0.212,-0.014648,-0.131836
0.213,-0.004883,0.371094
0.214,0.283203,0.854492
0.215,0.703125,1.293945
0.216,1.108399,1.733399
0.217,1.503906,2.128906
0.218,1.865235,2.509766
0.219,2.1875,2.851563
0.22,2.485352,3.149414
0.221,2.719727,3.393555
0.222,2.900391,3.579102
0.223,3.03711,3.710938
0.224,3.105469,3.78418
0.225,3.120118,3.793946
0.226,3.081055,3.754883
0.227,2.983399,3.647461
0.228,2.827149,3.496094
0.229,2.612305,3.276368
0.23,2.348633,3.007813
0.231,2.045899,2.695313
0.232,1.694336,2.333985
0.233,1.323242,1.953125
0.234,0.917969,1.52832
0.235,0.50293,1.083984
0.236,0.107422,0.615234
0.237,-0.014648,0.12207
0.238,-0.014648,-0.375977
0.239,-0.014648,-0.683594
0.24,-0.024414,-0.761719
0.241,-0.029297,-0.805664
0.242,-0.03418,-0.839844
0.243,-0.039063,-0.864258
0.244,-0.039063,-0.888672
0.245,-0.043945,-0.913086
0.246,-0.048828,-0.927734
0.247,-0.053711,-0.932617
0.248,-0.053711,-0.932617
0.249,-0.058594,-0.932617
0.25,-0.053711,-0.9375
0.251,-0.058594,-0.932617
0.252,-0.058594,-0.927734
0.253,-0.053711,-0.917969
0.254,-0.048828,-0.908203
0.255,-0.048828,-0.893555
0.256,-0.039063,-0.874024
0.257,-0.03418,-0.849609
0.258,-0.024414,-0.825195
0.259,-0.024414,-0.791016
0.26,-0.014648,-0.732422
0.261,-0.014648,-0.595703
0.262,-0.014648,-0.136719
0.263,-0.004883,0.375977
0.264,0.283203,0.849609
0.265,0.703125,1.308594
0.266,1.113281,1.743164
0.267,1.489258,2.138672
0.268,1.865235,2.509766
0.269,2.192383,2.84668
0.27,2.475586,3.15918
0.271,2.714844,3.393555
0.272,2.905274,3.579102
0.273,3.041992,3.706055
0.274,3.100586,3.78418
0.275,3.125,3.798829
0.276,3.085938,3.754883
0.277,2.983399,3.652344
0.278,2.822266,3.496094
0.279,2.617188,3.276368
0.28,2.34375,2.998047
0.281,2.045899,2.700196
0.282,1.699219,2.338867
0.283,1.328125,1.953125
0.284,0.917969,1.533203
0.285,0.512695,1.079102
0.286,0.107422,0.625
0.287,-0.009766,0.12207
0.288,-0.014648,-0.375977
0.289,-0.014648,-0.688477
0.29,-0.019531,-0.756836
0.291,-0.024414,-0.805664
0.292,-0.03418,-0.834961
0.293,-0.03418,-0.859375
0.294,-0.043945,-0.883789
0.295,-0.043945,-0.90332
0.296,-0.053711,-0.913086
0.297,-0.053711,-0.932617
0.298,-0.058594,-0.932617
0.299,-0.053711,-0.9375
0.3,-0.053711,-0.9375
0.301,-0.053711,-0.9375
0.302,-0.053711,-0.927734
0.303,-0.053711,-0.922852
0.304,-0.048828,-0.908203
0.305,-0.043945,-0.893555
0.306,-0.043945,-0.869141
0.307,-0.03418,-0.849609
0.308,-0.029297,-0.825195
0.309,-0.024414,-0.78125
0.31,-0.019531,-0.732422
0.311,-0.009766,-0.595703
0.312,-0.014648,-0.131836
0.313,-0.004883,0.366211
0.314,0.292969,0.844727
0.315,0.698242,1.298828
0.316,1.108399,1.728516
0.317,1.494141,2.128906
0.318,1.860352,2.514649
0.319,2.192383,2.84668
0.32,2.480469,3.144532
0.321,2.719727,3.393555
0.322,2.905274,3.579102
0.323,3.03711,3.706055
0.324,3.110352,3.779297
0.325,3.125,3.798829
0.326,3.081055,3.754883
0.327,2.983399,3.652344
0.328,2.827149,3.496094
0.329,2.612305,3.271485
0.33,2.348633,3.007813
0.331,2.050781,2.695313
0.332,1.699219,2.34375
0.333,1.323242,1.948242
0.334,0.922852,1.52832
0.335,0.50293,1.083984
0.336,0.112305,0.610352
0.337,-0.009766,0.126953
0.338,-0.014648,-0.371094
0.339,-0.014648,-0.688477
0.34,-0.024414,-0.756836
0.341,-0.024414,-0.805664
0.342,-0.03418,-0.834961
0.343,-0.039063,-0.864258
0.344,-0.043945,-0.878906
0.345,-0.043945,-0.90332
0.346,-0.048828,-0.913086
0.347,-0.053711,-0.927734
0.348,-0.058594,-0.932617
0.349,-0.053711,-0.9375
0.35,-0.058594,-0.9375
0.351,-0.053711,-0.9375
0.352,-0.058594,-0.927734
0.353,-0.053711,-0.922852
0.354,-0.048828,-0.922852
0.355,-0.043945,-0.893555
0.356,-0.039063,-0.874024
0.357,-0.03418,-0.854492
0.358,-0.029297,-0.820313
0.359,-0.024414,-0.791016
0.36,-0.019531,-0.732422
0.361,-0.014648,-0.595703
0.362,-0.014648,-0.126953
0.363,-0.004883,0.375977
0.364,0.288086,0.844727
0.365,0.693359,1.298828
0.366,1.103516,1.733399
0.367,1.503906,2.143555
0.368,1.865235,2.514649
0.369,2.192383,2.84668
0.37,2.475586,3.144532
0.371,2.719727,3.383789
0.372,2.910157,3.583985
0.373,3.041992,3.710938
0.374,3.105469,3.78418
0.375,3.125,3.798829
0.376,3.076172,3.759766
0.377,2.983399,3.657227
0.378,2.822266,3.486328
0.379,2.617188,3.256836
0.38,2.348633,3.012696
0.381,2.050781,2.700196
0.382,1.699219,2.34375
0.383,1.323242,1.953125
