time,Vs,Vo
0.082,2.324219,-0.922852
0.083,2.299805,-0.947266
0.084,2.275391,-0.966797
0.085,2.250977,-0.976563
0.086,2.231446,-1.000977
0.087,2.207031,-0.996094
0.088,2.182617,-1.000977
0.089,2.163086,-0.996094
0.09,2.138672,-0.991211
0.091,2.114258,-0.981445
0.092,2.094727,-0.966797
0.093,2.070313,-0.942383
0.094,2.050781,-0.917969
0.095,2.026367,-0.888672
0.096,2.006836,-0.849609
0.097,1.987305,-0.810547
0.098,1.967774,-0.74707
0.099,1.953125,-0.644531
0.1,1.928711,-0.224609
0.101,1.914063,0.288086
0.102,1.894531,0.771484
0.103,1.875,1.254883
0.104,1.855469,1.708985
0.105,1.835938,2.143555
0.106,1.826172,2.460938
0.107,1.850586,2.56836
0.108,1.918946,2.670899
0.109,2.026367,2.792969
0.11,2.153321,2.924805
0.111,2.285156,3.051758
0.112,2.407227,3.173828
0.113,2.519532,3.28125
0.114,2.612305,3.354493
0.115,2.675782,3.408203
0.116,2.709961,3.413086
0.117,2.709961,3.374024
0.118,2.695313,3.212891
0.119,2.661133,2.885742
0.12,2.636719,2.529297
0.121,2.602539,2.114258
0.122,2.578125,1.68457
0.123,2.548828,1.210938
0.124,2.524414,0.722656
0.125,2.5,0.214844
0.126,2.470703,-0.273438
0.127,2.446289,-0.664063
0.128,2.421875,-0.761719
0.129,2.397461,-0.81543
0.13,2.373047,-0.859375
0.131,2.348633,-0.893555
0.132,2.324219,-0.917969
0.133,2.299805,-0.947266
0.134,2.280274,-0.966797
0.135,2.25586,-0.981445
0.136,2.231446,-0.991211
0.137,2.207031,-1.000977
0.138,2.177735,-1.000977
0.139,2.163086,-1.000977
0.14,2.133789,-0.991211
0.141,2.114258,-0.981445
0.142,2.094727,-0.961914
0.143,2.070313,-0.9375
0.144,2.050781,-0.922852
0.145,2.026367,-0.888672
0.146,2.011719,-0.849609
0.147,1.987305,-0.805664
0.148,1.967774,-0.756836
0.149,1.948242,-0.639649
0.15,1.928711,-0.224609
0.151,1.90918,0.283203
0.152,1.894531,0.776367
0.153,1.875,1.259766
0.154,1.850586,1.708985
0.155,1.835938,2.138672
0.156,1.821289,2.460938
0.157,1.845703,2.563477
0.158,1.923828,2.670899
0.159,2.03125,2.788086
0.16,2.153321,2.919922
0.161,2.285156,3.056641
0.162,2.407227,3.178711
0.163,2.524414,3.28125
0.164,2.612305,3.359375
0.165,2.680664,3.403321
0.166,2.709961,3.417969
0.167,2.719727,3.364258
0.168,2.69043,3.217774
0.169,2.666016,2.900391
0.17,2.636719,2.514649
0.171,2.607422,2.119141
0.172,2.578125,1.674805
0.173,2.553711,1.210938
0.174,2.529297,0.717774
0.175,2.504883,0.209961
0.176,2.470703,-0.283203
0.177,2.451172,-0.654297
0.178,2.421875,-0.761719
0.179,2.397461,-0.81543
0.18,2.37793,-0.859375
0.181,2.348633,-0.898438
0.182,2.324219,-0.922852
0.183,2.304688,-0.952149
0.184,2.275391,-0.966797
0.185,2.250977,-0.981445
0.186,2.226563,-0.991211
0.187,2.207031,-0.996094
0.188,2.182617,-1.000977
0.189,2.158203,-0.996094
0.19,2.138672,-0.991211
0.191,2.109375,-0.976563
0.192,2.094727,-0.966797
0.193,2.070313,-0.942383
0.194,2.050781,-0.908203
0.195,2.026367,-0.883789
0.196,2.011719,-0.854492
0.197,1.987305,-0.805664
0.198,1.967774,-0.751953
0.199,1.948242,-0.634766
0.2,1.928711,-0.219727
0.201,1.90918,0.27832
0.202,1.894531,0.771484
0.203,1.870117,1.25
0.204,1.850586,1.708985
0.205,1.835938,2.148438
0.206,1.821289,2.456055
0.207,1.850586,2.563477
0.208,1.923828,2.670899
0.209,2.03125,2.788086
0.21,2.153321,2.919922
0.211,2.285156,3.03711
0.212,2.407227,3.173828
0.213,2.524414,3.276368
0.214,2.612305,3.354493
0.215,2.680664,3.403321
0.216,2.714844,3.408203
0.217,2.714844,3.369141
0.218,2.695313,3.208008
0.219,2.661133,2.895508
0.22,2.636719,2.529297
0.221,2.607422,2.119141
0.222,2.583008,1.679688
0.223,2.553711,1.210938
0.224,2.529297,0.727539
0.225,2.5,0.234375
0.226,2.470703,-0.27832
0.227,2.446289,-0.65918
0.228,2.421875,-0.756836
0.229,2.397461,-0.81543
0.23,2.373047,-0.854492
0.231,2.348633,-0.893555
0.232,2.324219,-0.922852
0.233,2.304688,-0.947266
0.234,2.275391,-0.966797
0.235,2.25586,-0.981445
0.236,2.226563,-0.991211
0.237,2.207031,-1.000977
0.238,2.182617,-1.000977
0.239,2.163086,-1.000977
0.24,2.138672,-0.991211
0.241,2.114258,-0.986328
0.242,2.094727,-0.961914
0.243,2.070313,-0.942383
0.244,2.050781,-0.917969
0.245,2.026367,-0.888672
0.246,2.011719,-0.854492
0.247,1.987305,-0.805664
0.248,1.972656,-0.751953
0.249,1.948242,-0.639649
0.25,1.933594,-0.219727
0.251,1.90918,0.268555
0.252,1.894531,0.771484
0.253,1.875,1.269531
0.254,1.855469,1.71875
0.255,1.835938,2.148438
0.256,1.821289,2.460938
0.257,1.850586,2.563477
0.258,1.923828,2.666016
0.259,2.03125,2.788086
0.26,2.153321,2.924805
0.261,2.285156,3.051758
0.262,2.407227,3.164063
0.263,2.524414,3.271485
0.264,2.612305,3.354493
0.265,2.680664,3.403321
0.266,2.709961,3.417969
0.267,2.719727,3.364258
0.268,2.695313,3.212891
0.269,2.661133,2.895508
0.27,2.636719,2.53418
0.271,2.607422,2.128906
0.272,2.583008,1.669922
0.273,2.553711,1.210938
0.274,2.529297,0.717774
0.275,2.495117,0.219727
0.276,2.475586,-0.292969
0.277,2.446289,-0.65918
0.278,2.426758,-0.761719
0.279,2.397461,-0.810547
0.28,2.373047,-0.859375
0.281,2.348633,-0.893555
0.282,2.324219,-0.917969
0.283,2.304688,-0.947266
0.284,2.275391,-0.961914
0.285,2.250977,-0.981445
0.286,2.226563,-0.991211
0.287,2.207031,-0.991211
0.288,2.177735,-1.000977
0.289,2.163086,-1.000977
0.29,2.138672,-0.991211
0.291,2.114258,-0.981445
0.292,2.094727,-0.961914
0.293,2.075196,-0.942383
0.294,2.045899,-0.932617
0.295,2.03125,-0.893555
0.296,2.006836,-0.844727
0.297,1.987305,-0.810547
0.298,1.967774,-0.751953
0.299,1.948242,-0.639649
0.3,1.933594,-0.224609
0.301,1.90918,0.27832
0.302,1.894531,0.771484
0.303,1.875,1.254883
0.304,1.855469,1.713867
0.305,1.835938,2.158203
0.306,1.826172,2.456055
0.307,1.850586,2.558594
0.308,1.928711,2.670899
0.309,2.026367,2.792969
0.31,2.153321,2.919922
0.311,2.280274,3.056641
0.312,2.407227,3.173828
0.313,2.524414,3.276368
0.314,2.612305,3.359375
0.315,2.675782,3.403321
0.316,2.709961,3.413086
0.317,2.719727,3.364258
0.318,2.69043,3.217774
0.319,2.666016,2.895508
0.32,2.636719,2.53418
0.321,2.607422,2.109375
0.322,2.578125,1.674805
0.323,2.553711,1.201172
0.324,2.524414,0.727539
0.325,2.5,0.219727
0.326,2.475586,-0.283203
0.327,2.446289,-0.65918
0.328,2.426758,-0.776367
0.329,2.397461,-0.81543
0.33,2.373047,-0.859375
0.331,2.348633,-0.893555
0.332,2.329102,-0.922852
0.333,2.299805,-0.942383
0.334,2.275391,-0.966797
0.335,2.250977,-0.981445
0.336,2.231446,-0.991211
0.337,2.207031,-0.996094
0.338,2.1875,-1.005859
0.339,2.158203,-0.996094
0.34,2.138672,-0.991211
0.341,2.114258,-0.981445
0.342,2.094727,-0.966797
0.343,2.070313,-0.947266
0.344,2.050781,-0.917969
0.345,2.03125,-0.878906
0.346,2.006836,-0.849609
0.347,1.992188,-0.810547
0.348,1.967774,-0.74707
0.349,1.948242,-0.639649
0.35,1.928711,-0.214844
0.351,1.914063,0.273438
0.352,1.894531,0.776367
0.353,1.875,1.25
0.354,1.855469,1.723633
0.355,1.835938,2.153321
0.356,1.821289,2.465821
0.357,1.850586,2.563477
0.358,1.923828,2.666016
0.359,2.03125,2.788086
0.36,2.153321,2.924805
0.361,2.285156,3.051758
0.362,2.407227,3.15918
0.363,2.519532,3.28125
0.364,2.612305,3.359375
0.365,2.675782,3.408203
0.366,2.709961,3.413086
0.367,2.719727,3.369141
0.368,2.695313,3.212891
0.369,2.666016,2.890625
0.37,2.636719,2.543946
0.371,2.612305,2.109375
0.372,2.578125,1.68457
0.373,2.553711,1.21582
0.374,2.524414,0.742188
0.375,2.495117,0.234375
0.376,2.475586,-0.27832
0.377,2.446289,-0.668945
0.378,2.421875,-0.761719
0.379,2.397461,-0.810547
0.38,2.373047,-0.859375
0.381,2.348633,-0.893555
0.382,2.324219,-0.922852
0.383,2.299805,-0.947266
0.384,2.275391,-0.97168
0.385,2.250977,-0.981445
0.386,2.231446,-0.996094
