time,Vs,Vo
0.227,0.908203,1.503906
0.228,0.585938,1.152344
0.229,0.268555,0.81543
0.23,0.014648,0.458984
0.231,-0.009766,0.068359
0.232,-0.014648,-0.297852
0.233,-0.014648,-0.615234
0.234,-0.019531,-0.717774
0.235,-0.024414,-0.771484
0.236,-0.024414,-0.800781
0.237,-0.03418,-0.825195
0.238,-0.03418,-0.849609
0.239,-0.043945,-0.864258
0.24,-0.043945,-0.883789
0.241,-0.048828,-0.893555
0.242,-0.048828,-0.908203
0.243,-0.053711,-0.927734
0.244,-0.053711,-0.932617
0.245,-0.058594,-0.932617
0.246,-0.058594,-0.9375
0.247,-0.063477,-0.942383
0.248,-0.058594,-0.942383
0.249,-0.063477,-0.9375
0.25,-0.058594,-0.9375
0.251,-0.058594,-0.947266
0.252,-0.053711,-0.922852
0.253,-0.053711,-0.913086
0.254,-0.053711,-0.908203
0.255,-0.048828,-0.898438
0.256,-0.043945,-0.878906
0.257,-0.039063,-0.864258
0.258,-0.039063,-0.839844
0.259,-0.029297,-0.820313
0.26,-0.029297,-0.791016
0.261,-0.019531,-0.761719
0.262,-0.019531,-0.703125
0.263,-0.014648,-0.571289
0.264,-0.014648,-0.200195
0.265,-0.009766,0.175781
0.266,0.053711,0.546875
0.267,0.341797,0.888672
0.268,0.625,1.225586
0.269,0.9375,1.567383
0.27,1.240235,1.870117
0.271,1.533203,2.172852
0.272,1.806641,2.456055
0.273,2.060547,2.714844
0.274,2.299805,2.958985
0.275,2.509766,3.168946
0.276,2.680664,3.359375
0.277,2.836914,3.50586
0.278,2.958985,3.62793
0.279,3.046875,3.715821
0.28,3.100586,3.774414
0.281,3.125,3.793946
0.282,3.115235,3.793946
0.283,3.081055,3.75
0.284,3.007813,3.676758
0.285,2.905274,3.564453
0.286,2.763672,3.427735
0.287,2.592774,3.251953
0.288,2.397461,3.051758
0.289,2.177735,2.832032
0.29,1.933594,2.587891
0.291,1.674805,2.309571
0.292,1.391602,2.016602
0.293,1.09375,1.713867
0.294,0.791016,1.386719
0.295,0.473633,1.054688
0.296,0.166016,0.698242
0.297,-0.009766,0.327148
0.298,-0.014648,-0.039063
0.299,-0.014648,-0.429688
0.3,-0.014648,-0.668945
0.301,-0.019531,-0.737305
0.302,-0.024414,-0.776367
0.303,-0.029297,-0.810547
0.304,-0.03418,-0.834961
0.305,-0.039063,-0.854492
0.306,-0.039063,-0.874024
0.307,-0.048828,-0.888672
0.308,-0.048828,-0.90332
0.309,-0.053711,-0.913086
0.31,-0.058594,-0.922852
0.311,-0.058594,-0.942383
0.312,-0.058594,-0.9375
0.313,-0.058594,-0.942383
0.314,-0.058594,-0.942383
0.315,-0.063477,-0.942383
0.316,-0.063477,-0.9375
0.317,-0.058594,-0.9375
0.318,-0.058594,-0.927734
0.319,-0.053711,-0.922852
0.32,-0.048828,-0.913086
0.321,-0.048828,-0.90332
0.322,-0.048828,-0.888672
0.323,-0.043945,-0.874024
0.324,-0.039063,-0.854492
0.325,-0.03418,-0.839844
0.326,-0.029297,-0.810547
0.327,-0.024414,-0.78125
0.328,-0.019531,-0.742188
0.329,-0.014648,-0.678711
0.33,-0.009766,-0.454102
0.331,-0.014648,-0.083008
0.332,-0.009766,0.292969
0.333,0.136719,0.65918
0.334,0.424805,1.000977
0.335,0.732422,1.328125
0.336,1.030274,1.640625
0.337,1.333008,1.972656
0.338,1.63086,2.260742
0.339,1.889649,2.548828
0.34,2.148438,2.802735
0.341,2.368164,3.032227
0.342,2.56836,3.242188
0.343,2.734375,3.413086
0.344,2.88086,3.540039
0.345,2.988282,3.66211
0.346,3.071289,3.740235
0.347,3.110352,3.789063
0.348,3.125,3.793946
0.349,3.105469,3.774414
0.35,3.051758,3.730469
0.351,2.973633,3.637696
0.352,2.861328,3.525391
0.353,2.705078,3.378907
0.354,2.529297,3.188477
0.355,2.324219,2.978516
0.356,2.09961,2.749024
0.357,1.845703,2.490235
0.358,1.577149,2.211914
0.359,1.293945,1.923828
0.36,0.996094,1.606445
0.361,0.683594,1.274414
0.362,0.371094,0.927734
0.363,0.083008,0.571289
0.364,-0.014648,0.200195
0.365,-0.009766,-0.166016
0.366,-0.014648,-0.532227
0.367,-0.014648,-0.698242
0.368,-0.019531,-0.751953
0.369,-0.029297,-0.791016
0.37,-0.03418,-0.830078
0.371,-0.039063,-0.839844
0.372,-0.039063,-0.859375
0.373,-0.043945,-0.878906
0.374,-0.048828,-0.893555
0.375,-0.053711,-0.917969
0.376,-0.053711,-0.917969
0.377,-0.058594,-0.922852
0.378,-0.058594,-0.932617
0.379,-0.058594,-0.932617
0.38,-0.058594,-0.942383
0.381,-0.058594,-0.942383
0.382,-0.063477,-0.942383
