time,Vs,Vo
0.964,2.875977,3.432618
0.965,2.84668,3.300782
0.966,2.8125,3.164063
0.967,2.788086,3.00293
0.968,2.753907,2.832032
0.969,2.72461,2.651367
0.97,2.695313,2.465821
0.971,2.675782,2.260742
0.972,2.646485,2.050781
0.973,2.622071,1.831055
0.974,2.587891,1.611328
0.975,2.563477,1.362305
0.976,2.53418,1.123047
0.977,2.514649,0.883789
0.978,2.480469,0.644531
0.979,2.460938,0.380859
0.98,2.431641,0.146484
0.981,2.41211,-0.102539
0.982,2.382813,-0.361328
0.983,2.363281,-0.581055
0.984,2.338867,-0.683594
0.985,2.314453,-0.737305
0.986,2.290039,-0.771484
0.987,2.265625,-0.800781
0.988,2.241211,-0.820313
0.989,2.22168,-0.849609
0.99,2.197266,-0.869141
0.991,2.177735,-0.883789
0.992,2.153321,-0.898438
0.993,2.133789,-0.917969
0.994,2.109375,-0.927734
0.995,2.089844,-0.9375
0.996,2.06543,-0.947266
0.997,2.045899,-0.957031
0.998,2.026367,-0.97168
0.999,2.001953,-0.976563
1,1.982422,-0.986328
1.001,1.962891,-0.996094
1.002,1.94336,-0.996094
1.003,1.918946,-0.996094
1.004,1.899414,-1.000977
1.005,1.879883,-1.000977
1.006,1.860352,-1.000977
1.007,1.840821,-1.000977
1.008,1.821289,-0.996094
1.009,1.801758,-0.996094
1.01,1.782227,-0.991211
1.011,1.762695,-0.981445
1.012,1.748047,-0.981445
1.013,1.728516,-0.97168
1.014,1.713867,-0.97168
1.015,1.694336,-0.952149
1.016,1.679688,-0.947266
1.017,1.660156,-0.927734
1.018,1.645508,-0.913086
1.019,1.625977,-0.898438
1.02,1.611328,-0.888672
1.021,1.591797,-0.864258
1.022,1.582031,-0.854492
1.023,1.557617,-0.825195
1.024,1.552735,-0.805664
1.025,1.52832,-0.776367
1.026,1.513672,-0.742188
1.027,1.499024,-0.698242
1.028,1.484375,-0.615234
1.029,1.469727,-0.405273
1.03,1.455078,-0.151367
1.031,1.445313,0.092773
1.032,1.425781,0.341797
1.033,1.416016,0.595703
1.034,1.401367,0.844727
1.035,1.386719,1.083984
1.036,1.37207,1.328125
1.037,1.357422,1.552735
1.038,1.347656,1.791992
1.039,1.337891,1.953125
1.04,1.352539,2.026367
1.041,1.386719,2.09961
1.042,1.450195,2.177735
1.043,1.52832,2.265625
1.044,1.621094,2.373047
1.045,1.723633,2.475586
1.046,1.831055,2.592774
1.047,1.94336,2.705078
1.048,2.055664,2.817383
1.049,2.177735,2.929688
1.05,2.280274,3.03711
1.051,2.387696,3.139649
1.052,2.480469,3.237305
1.053,2.573242,3.320313
1.054,2.651367,3.393555
1.055,2.729492,3.457032
1.056,2.783203,3.515625
1.057,2.836914,3.559571
1.058,2.871094,3.583985
1.059,2.905274,3.608399
1.06,2.919922,3.613282
1.061,2.924805,3.59375
1.062,2.915039,3.564453
1.063,2.900391,3.510743
1.064,2.871094,3.432618
1.065,2.84668,3.300782
1.066,2.8125,3.164063
1.067,2.783203,2.998047
1.068,2.753907,2.832032
1.069,2.729492,2.646485
1.07,2.700196,2.460938
1.071,2.670899,2.260742
1.072,2.641602,2.055664
1.073,2.617188,1.840821
1.074,2.587891,1.606445
1.075,2.563477,1.367188
1.076,2.539063,1.12793
1.077,2.514649,0.888672
1.078,2.485352,0.639649
1.079,2.460938,0.385742
1.08,2.431641,0.151367
1.081,2.407227,-0.107422
1.082,2.382813,-0.356445
1.083,2.358399,-0.576172
1.084,2.338867,-0.683594
1.085,2.314453,-0.732422
1.086,2.294922,-0.766602
1.087,2.265625,-0.795899
1.088,2.246094,-0.820313
1.089,2.22168,-0.839844
1.09,2.202149,-0.864258
1.091,2.177735,-0.878906
1.092,2.158203,-0.90332
1.093,2.133789,-0.913086
1.094,2.114258,-0.927734
1.095,2.089844,-0.9375
1.096,2.06543,-0.952149
1.097,2.045899,-0.961914
1.098,2.026367,-0.966797
1.099,2.001953,-0.976563
1.1,1.982422,-0.986328
1.101,1.962891,-0.991211
1.102,1.94336,-0.996094
1.103,1.918946,-1.000977
1.104,1.899414,-1.000977
1.105,1.879883,-1.000977
1.106,1.860352,-1.005859
1.107,1.835938,-1.000977
1.108,1.821289,-1.000977
1.109,1.801758,-0.996094
1.11,1.78711,-0.996094
1.111,1.767578,-0.986328
1.112,1.743164,-0.976563
1.113,1.728516,-0.97168
1.114,1.708985,-0.976563
1.115,1.699219,-0.952149
1.116,1.674805,-0.942383
1.117,1.660156,-0.927734
1.118,1.640625,-0.908203
1.119,1.625977,-0.898438
1.12,1.606445,-0.883789
1.121,1.591797,-0.869141
1.122,1.577149,-0.849609
1.123,1.557617,-0.830078
1.124,1.542969,-0.800781
1.125,1.52832,-0.776367
1.126,1.513672,-0.742188
1.127,1.499024,-0.698242
1.128,1.484375,-0.610352
1.129,1.469727,-0.410156
1.13,1.455078,-0.161133
1.131,1.445313,0.087891
1.132,1.425781,0.351563
1.133,1.416016,0.59082
1.134,1.401367,0.839844
1.135,1.386719,1.083984
1.136,1.37207,1.323242
1.137,1.362305,1.552735
1.138,1.347656,1.78711
1.139,1.342774,1.948242
1.14,1.347656,2.03125
1.141,1.391602,2.09961
1.142,1.450195,2.177735
1.143,1.52832,2.265625
1.144,1.621094,2.368164
1.145,1.723633,2.475586
1.146,1.835938,2.592774
1.147,1.948242,2.705078
1.148,2.060547,2.817383
1.149,2.172852,2.934571
1.15,2.275391,3.041992
1.151,2.382813,3.139649
1.152,2.480469,3.232422
1.153,2.573242,3.320313
1.154,2.65625,3.393555
1.155,2.72461,3.461914
1.156,2.788086,3.515625
1.157,2.832032,3.559571
1.158,2.875977,3.588868
1.159,2.900391,3.608399
1.16,2.919922,3.608399
1.161,2.924805,3.598633
1.162,2.924805,3.564453
1.163,2.895508,3.515625
1.164,2.875977,3.427735
1.165,2.841797,3.310547
1.166,2.817383,3.168946
1.167,2.783203,3.00293
1.168,2.758789,2.841797
1.169,2.72461,2.651367
1.17,2.700196,2.460938
1.171,2.670899,2.270508
1.172,2.646485,2.050781
1.173,2.617188,1.835938
1.174,2.592774,1.601563
1.175,2.563477,1.367188
1.176,2.543946,1.12793
1.177,2.509766,0.878906
1.178,2.480469,0.639649
1.179,2.456055,0.390625
1.18,2.436524,0.136719
1.181,2.41211,-0.126953
1.182,2.387696,-0.356445
1.183,2.363281,-0.581055
1.184,2.338867,-0.683594
1.185,2.314453,-0.732422
1.186,2.290039,-0.771484
1.187,2.270508,-0.795899
1.188,2.246094,-0.825195
1.189,2.22168,-0.844727
1.19,2.197266,-0.864258
1.191,2.177735,-0.878906
1.192,2.153321,-0.898438
1.193,2.128906,-0.913086
1.194,2.114258,-0.927734
1.195,2.089844,-0.942383
1.196,2.070313,-0.952149
1.197,2.045899,-0.957031
1.198,2.026367,-0.966797
1.199,2.001953,-0.976563
1.2,1.987305,-0.986328
1.201,1.962891,-0.986328
1.202,1.94336,-0.996094
1.203,1.923828,-0.996094
1.204,1.904297,-1.000977
1.205,1.879883,-1.000977
1.206,1.865235,-1.000977
1.207,1.840821,-0.996094
1.208,1.826172,-0.996094
1.209,1.801758,-0.996094
1.21,1.782227,-0.991211
1.211,1.767578,-0.986328
1.212,1.748047,-0.981445
1.213,1.728516,-0.966797
1.214,1.713867,-0.961914
1.215,1.689453,-0.947266
1.216,1.679688,-0.942383
1.217,1.655274,-0.927734
1.218,1.640625,-0.913086
1.219,1.625977,-0.90332
1.22,1.611328,-0.888672
1.221,1.591797,-0.864258
1.222,1.582031,-0.839844
1.223,1.5625,-0.820313
1.224,1.547852,-0.805664
1.225,1.52832,-0.776367
1.226,1.513672,-0.742188
1.227,1.499024,-0.698242
1.228,1.489258,-0.605469
1.229,1.469727,-0.410156
1.23,1.459961,-0.166016
1.231,1.44043,0.097656
1.232,1.430664,0.34668
1.233,1.411133,0.595703
1.234,1.401367,0.839844
1.235,1.386719,1.083984
1.236,1.376953,1.328125
1.237,1.362305,1.572266
1.238,1.352539,1.791992
1.239,1.337891,1.962891
1.24,1.352539,2.026367
1.241,1.386719,2.09961
1.242,1.450195,2.172852
1.243,1.523438,2.270508
1.244,1.621094,2.363281
1.245,1.71875,2.475586
1.246,1.835938,2.587891
1.247,1.94336,2.705078
1.248,2.060547,2.817383
1.249,2.172852,2.934571
1.25,2.280274,3.041992
1.251,2.382813,3.144532
1.252,2.485352,3.232422
1.253,2.573242,3.320313
1.254,2.65625,3.398438
1.255,2.719727,3.466797
1.256,2.783203,3.525391
1.257,2.832032,3.559571
1.258,2.875977,3.588868
1.259,2.900391,3.608399
1.26,2.919922,3.608399
1.261,2.919922,3.598633
1.262,2.915039,3.554688
1.263,2.900391,3.50586
1.264,2.871094,3.427735
1.265,2.84668,3.305664
1.266,2.8125,3.15918
1.267,2.788086,3.007813
1.268,2.753907,2.836914
1.269,2.729492,2.651367
1.27,2.695313,2.465821
1.271,2.670899,2.260742
1.272,2.641602,2.055664
1.273,2.617188,1.831055
1.274,2.587891,1.611328
1.275,2.563477,1.37207
1.276,2.53418,1.132813
1.277,2.509766,0.883789
1.278,2.480469,0.639649
1.279,2.460938,0.385742
1.28,2.431641,0.141602
1.281,2.41211,-0.117188
1.282,2.382813,-0.356445
1.283,2.363281,-0.585938
1.284,2.338867,-0.683594
1.285,2.319336,-0.737305
1.286,2.290039,-0.766602
1.287,2.270508,-0.795899
1.288,2.241211,-0.820313
1.289,2.22168,-0.844727
1.29,2.197266,-0.864258
1.291,2.177735,-0.883789
1.292,2.153321,-0.898438
1.293,2.128906,-0.913086
1.294,2.109375,-0.927734
1.295,2.084961,-0.942383
1.296,2.06543,-0.947266
1.297,2.045899,-0.966797
1.298,2.026367,-0.976563
1.299,2.001953,-0.976563
1.3,1.987305,-0.986328
1.301,1.962891,-0.991211
1.302,1.94336,-0.996094
1.303,1.918946,-0.996094
1.304,1.904297,-0.991211
1.305,1.879883,-1.000977
1.306,1.865235,-1.005859
1.307,1.840821,-1.000977
1.308,1.821289,-0.996094
1.309,1.801758,-0.991211
1.31,1.782227,-0.991211
1.311,1.762695,-0.981445
1.312,1.748047,-0.981445
1.313,1.728516,-0.97168
1.314,1.713867,-0.961914
1.315,1.694336,-0.952149
1.316,1.679688,-0.942383
1.317,1.655274,-0.927734
1.318,1.640625,-0.917969
1.319,1.625977,-0.90332
1.32,1.606445,-0.883789
1.321,1.59668,-0.869141
1.322,1.577149,-0.849609
1.323,1.5625,-0.825195
1.324,1.542969,-0.800781
1.325,1.533203,-0.776367
1.326,1.513672,-0.742188
1.327,1.503906,-0.698242
1.328,1.484375,-0.600586
1.329,1.469727,-0.395508
1.33,1.455078,-0.15625
1.331,1.44043,0.087891
1.332,1.425781,0.341797
1.333,1.416016,0.595703
1.334,1.40625,0.839844
1.335,1.386719,1.083984
1.336,1.376953,1.328125
1.337,1.362305,1.557617
1.338,1.352539,1.78711
1.339,1.337891,1.958008
1.34,1.352539,2.03125
1.341,1.386719,2.09961
1.342,1.450195,2.177735
1.343,1.52832,2.265625
1.344,1.621094,2.363281
1.345,1.723633,2.480469
1.346,1.831055,2.592774
1.347,1.938477,2.705078
1.348,2.060547,2.817383
1.349,2.172852,2.929688
1.35,2.285156,3.03711
1.351,2.382813,3.144532
1.352,2.480469,3.232422
1.353,2.56836,3.320313
1.354,2.651367,3.398438
1.355,2.72461,3.461914
1.356,2.788086,3.515625
1.357,2.836914,3.559571
1.358,2.875977,3.588868
1.359,2.900391,3.613282
1.36,2.919922,3.613282
1.361,2.924805,3.598633
1.362,2.919922,3.564453
1.363,2.900391,3.510743
1.364,2.875977,3.427735
1.365,2.84668,3.300782
1.366,2.8125,3.164063
1.367,2.783203,3.00293
1.368,2.758789,2.836914
1.369,2.72461,2.65625
1.37,2.700196,2.460938
1.371,2.670899,2.265625
1.372,2.646485,2.055664
1.373,2.612305,1.835938
1.374,2.587891,1.59668
1.375,2.558594,1.367188
1.376,2.539063,1.12793
1.377,2.509766,0.893555
1.378,2.485352,0.634766
1.379,2.456055,0.390625
1.38,2.436524,0.141602
1.381,2.407227,-0.117188
1.382,2.382813,-0.356445
1.383,2.358399,-0.576172
1.384,2.338867,-0.683594
1.385,2.319336,-0.737305
1.386,2.290039,-0.771484
1.387,2.270508,-0.800781
1.388,2.246094,-0.820313
1.389,2.22168,-0.844727
1.39,2.197266,-0.864258
1.391,2.177735,-0.883789
1.392,2.153321,-0.898438
1.393,2.138672,-0.913086
1.394,2.109375,-0.922852
1.395,2.089844,-0.9375
1.396,2.06543,-0.947266
1.397,2.050781,-0.966797
1.398,2.021485,-0.97168
1.399,2.006836,-0.981445
1.4,1.982422,-0.986328
1.401,1.962891,-0.991211
1.402,1.94336,-0.991211
1.403,1.923828,-1.000977
1.404,1.899414,-1.005859
1.405,1.884766,-1.000977
1.406,1.860352,-1.000977
1.407,1.840821,-1.005859
1.408,1.816406,-1.000977
1.409,1.806641,-0.996094
1.41,1.78711,-0.996094
1.411,1.762695,-0.986328
1.412,1.748047,-0.976563
1.413,1.728516,-0.966797
1.414,1.713867,-0.976563
1.415,1.694336,-0.957031
1.416,1.679688,-0.942383
1.417,1.660156,-0.932617
1.418,1.645508,-0.917969
1.419,1.621094,-0.898438
1.42,1.611328,-0.883789
1.421,1.591797,-0.864258
1.422,1.577149,-0.849609
1.423,1.557617,-0.820313
1.424,1.547852,-0.805664
1.425,1.52832,-0.776367
1.426,1.518555,-0.742188
1.427,1.499024,-0.693359
1.428,1.489258,-0.605469
1.429,1.469727,-0.405273
1.43,1.455078,-0.151367
1.431,1.445313,0.097656
1.432,1.430664,0.34668
1.433,1.416016,0.585938
1.434,1.401367,0.844727
1.435,1.391602,1.083984
1.436,1.37207,1.328125
1.437,1.362305,1.557617
1.438,1.347656,1.791992
1.439,1.342774,1.948242
1.44,1.352539,2.026367
1.441,1.391602,2.094727
1.442,1.450195,2.177735
1.443,1.52832,2.265625
1.444,1.621094,2.363281
1.445,1.71875,2.470703
1.446,1.826172,2.587891
1.447,1.94336,2.705078
1.448,2.060547,2.8125
1.449,2.167969,2.939453
1.45,2.280274,3.03711
1.451,2.387696,3.139649
1.452,2.480469,3.232422
1.453,2.573242,3.334961
1.454,2.65625,3.403321
1.455,2.72461,3.461914
1.456,2.783203,3.515625
1.457,2.832032,3.559571
1.458,2.875977,3.588868
1.459,2.900391,3.608399
1.46,2.919922,3.613282
1.461,2.924805,3.603516
1.462,2.919922,3.554688
1.463,2.900391,3.510743
1.464,2.875977,3.427735
1.465,2.841797,3.305664
1.466,2.817383,3.154297
1.467,2.783203,3.00293
1.468,2.753907,2.832032
1.469,2.729492,2.646485
1.47,2.700196,2.465821
1.471,2.670899,2.260742
1.472,2.646485,2.060547
1.473,2.617188,1.835938
1.474,2.592774,1.606445
1.475,2.563477,1.376953
1.476,2.539063,1.12793
1.477,2.509766,0.878906
1.478,2.485352,0.639649
1.479,2.460938,0.390625
1.48,2.436524,0.141602
1.481,2.41211,-0.112305
1.482,2.387696,-0.356445
1.483,2.363281,-0.585938
1.484,2.333985,-0.683594
1.485,2.314453,-0.737305
1.486,2.290039,-0.771484
1.487,2.270508,-0.800781
1.488,2.246094,-0.820313
1.489,2.226563,-0.844727
1.49,2.197266,-0.864258
1.491,2.177735,-0.883789
1.492,2.153321,-0.898438
1.493,2.133789,-0.913086
1.494,2.109375,-0.927734
1.495,2.089844,-0.942383
1.496,2.06543,-0.952149
1.497,2.045899,-0.961914
1.498,2.026367,-0.966797
1.499,2.001953,-0.976563
1.5,1.977539,-0.981445
1.501,1.962891,-0.996094
1.502,1.94336,-0.991211
1.503,1.923828,-0.996094
1.504,1.904297,-0.991211
1.505,1.884766,-1.000977
1.506,1.860352,-0.996094
1.507,1.845703,-1.000977
1.508,1.821289,-0.996094
1.509,1.806641,-1.000977
1.51,1.78711,-0.991211
1.511,1.767578,-0.986328
1.512,1.743164,-0.976563
1.513,1.733399,-0.986328
1.514,1.708985,-0.961914
1.515,1.699219,-0.952149
1.516,1.674805,-0.9375
1.517,1.660156,-0.927734
1.518,1.640625,-0.917969
1.519,1.625977,-0.90332
1.52,1.606445,-0.883789
1.521,1.59668,-0.869141
1.522,1.577149,-0.839844
1.523,1.5625,-0.825195
1.524,1.547852,-0.805664
1.525,1.533203,-0.776367
1.526,1.513672,-0.742188
1.527,1.499024,-0.698242
1.528,1.484375,-0.610352
1.529,1.469727,-0.405273
1.53,1.459961,-0.166016
1.531,1.44043,0.087891
1.532,1.430664,0.341797
1.533,1.411133,0.59082
1.534,1.401367,0.839844
1.535,1.386719,1.074219
1.536,1.376953,1.323242
1.537,1.357422,1.567383
1.538,1.347656,1.78711
1.539,1.337891,1.962891
1.54,1.352539,2.03125
1.541,1.391602,2.094727
1.542,1.450195,2.172852
1.543,1.52832,2.265625
1.544,1.625977,2.368164
1.545,1.723633,2.475586
1.546,1.831055,2.597657
1.547,1.94336,2.700196
1.548,2.055664,2.817383
1.549,2.172852,2.929688
1.55,2.280274,3.03711
1.551,2.382813,3.144532
1.552,2.480469,3.232422
1.553,2.578125,3.320313
1.554,2.651367,3.398438
1.555,2.72461,3.466797
1.556,2.783203,3.515625
1.557,2.836914,3.554688
1.558,2.875977,3.59375
1.559,2.900391,3.608399
1.56,2.915039,3.613282
1.561,2.924805,3.59375
1.562,2.915039,3.569336
1.563,2.900391,3.510743
1.564,2.871094,3.413086
1.565,2.84668,3.310547
1.566,2.817383,3.164063
1.567,2.783203,3.00293
1.568,2.753907,2.841797
1.569,2.729492,2.651367
1.57,2.695313,2.465821
1.571,2.670899,2.260742
1.572,2.646485,2.050781
1.573,2.617188,1.831055
1.574,2.587891,1.606445
1.575,2.563477,1.367188
1.576,2.53418,1.132813
1.577,2.509766,0.883789
1.578,2.485352,0.634766
1.579,2.456055,0.390625
1.58,2.431641,0.141602
1.581,2.416992,-0.112305
1.582,2.387696,-0.356445
1.583,2.358399,-0.581055
1.584,2.338867,-0.683594
1.585,2.314453,-0.737305
1.586,2.290039,-0.766602
1.587,2.270508,-0.800781
1.588,2.246094,-0.830078
1.589,2.22168,-0.844727
1.59,2.197266,-0.864258
1.591,2.182617,-0.883789
1.592,2.153321,-0.898438
1.593,2.133789,-0.913086
1.594,2.109375,-0.932617
1.595,2.094727,-0.942383
1.596,2.070313,-0.952149
1.597,2.045899,-0.961914
1.598,2.021485,-0.97168
1.599,2.001953,-0.976563
1.6,1.982422,-0.986328
1.601,1.962891,-0.996094
1.602,1.94336,-0.996094
1.603,1.923828,-1.005859
1.604,1.904297,-0.991211
1.605,1.884766,-1.000977
1.606,1.865235,-1.005859
1.607,1.835938,-1.000977
1.608,1.826172,-1.000977
1.609,1.801758,-0.996094
1.61,1.78711,-0.991211
1.611,1.767578,-0.986328
1.612,1.748047,-0.976563
1.613,1.728516,-0.966797
1.614,1.713867,-0.957031
1.615,1.694336,-0.952149
1.616,1.679688,-0.942383
1.617,1.660156,-0.927734
1.618,1.645508,-0.917969
1.619,1.625977,-0.893555
1.62,1.611328,-0.883789
1.621,1.591797,-0.854492
1.622,1.577149,-0.849609
1.623,1.5625,-0.825195
1.624,1.542969,-0.805664
1.625,1.52832,-0.776367
1.626,1.518555,-0.742188
1.627,1.499024,-0.698242
1.628,1.484375,-0.605469
1.629,1.47461,-0.405273
1.63,1.455078,-0.161133
1.631,1.445313,0.087891
1.632,1.425781,0.341797
1.633,1.416016,0.59082
1.634,1.401367,0.844727
1.635,1.386719,1.088867
1.636,1.37207,1.328125
1.637,1.362305,1.567383
1.638,1.347656,1.791992
1.639,1.342774,1.953125
1.64,1.352539,2.03125
1.641,1.391602,2.094727
1.642,1.445313,2.177735
1.643,1.52832,2.265625
1.644,1.616211,2.368164
1.645,1.723633,2.475586
1.646,1.831055,2.592774
1.647,1.948242,2.709961
1.648,2.055664,2.822266
1.649,2.172852,2.929688
1.65,2.280274,3.041992
1.651,2.387696,3.139649
1.652,2.480469,3.242188
1.653,2.573242,3.320313
1.654,2.651367,3.398438
1.655,2.72461,3.461914
1.656,2.783203,3.515625
1.657,2.836914,3.559571
1.658,2.871094,3.588868
1.659,2.905274,3.608399
1.66,2.919922,3.613282
1.661,2.929688,3.59375
1.662,2.919922,3.564453
1.663,2.900391,3.50586
1.664,2.871094,3.427735
1.665,2.84668,3.320313
1.666,2.8125,3.164063
1.667,2.783203,3.00293
1.668,2.753907,2.832032
1.669,2.72461,2.646485
1.67,2.695313,2.460938
1.671,2.670899,2.265625
1.672,2.646485,2.050781
1.673,2.617188,1.835938
1.674,2.592774,1.601563
1.675,2.563477,1.367188
1.676,2.539063,1.12793
1.677,2.514649,0.883789
1.678,2.490235,0.639649
1.679,2.456055,0.390625
1.68,2.436524,0.141602
1.681,2.407227,-0.117188
1.682,2.387696,-0.356445
1.683,2.363281,-0.581055
1.684,2.338867,-0.683594
1.685,2.314453,-0.732422
1.686,2.290039,-0.771484
1.687,2.265625,-0.795899
1.688,2.246094,-0.825195
1.689,2.22168,-0.844727
1.69,2.197266,-0.864258
1.691,2.177735,-0.883789
1.692,2.158203,-0.898438
1.693,2.133789,-0.913086
1.694,2.109375,-0.927734
1.695,2.089844,-0.9375
1.696,2.070313,-0.952149
1.697,2.045899,-0.957031
1.698,2.026367,-0.976563
1.699,2.001953,-0.976563
1.7,1.987305,-0.986328
1.701,1.958008,-0.991211
1.702,1.94336,-0.996094
1.703,1.923828,-0.996094
1.704,1.899414,-1.000977
1.705,1.879883,-1.000977
1.706,1.860352,-1.000977
1.707,1.840821,-1.000977
1.708,1.821289,-1.000977
1.709,1.801758,-0.991211
1.71,1.78711,-0.996094
1.711,1.767578,-0.981445
1.712,1.748047,-0.981445
1.713,1.728516,-0.981445
1.714,1.708985,-0.966797
1.715,1.694336,-0.952149
1.716,1.679688,-0.947266
1.717,1.660156,-0.932617
1.718,1.645508,-0.917969
1.719,1.625977,-0.90332
1.72,1.606445,-0.883789
1.721,1.59668,-0.869141
1.722,1.577149,-0.849609
1.723,1.5625,-0.834961
1.724,1.542969,-0.805664
1.725,1.533203,-0.776367
1.726,1.513672,-0.742188
1.727,1.503906,-0.693359
1.728,1.489258,-0.605469
1.729,1.469727,-0.405273
1.73,1.455078,-0.146484
1.731,1.44043,0.092773
1.732,1.425781,0.336914
1.733,1.416016,0.59082
1.734,1.401367,0.834961
1.735,1.386719,1.088867
1.736,1.376953,1.323242
1.737,1.357422,1.567383
1.738,1.347656,1.791992
1.739,1.337891,1.958008
1.74,1.352539,2.026367
1.741,1.386719,2.09961
1.742,1.450195,2.172852
1.743,1.52832,2.265625
1.744,1.621094,2.368164
1.745,1.723633,2.475586
1.746,1.831055,2.587891
1.747,1.94336,2.714844
1.748,2.060547,2.8125
1.749,2.172852,2.934571
1.75,2.280274,3.03711
1.751,2.382813,3.144532
1.752,2.480469,3.237305
1.753,2.573242,3.325196
1.754,2.651367,3.393555
1.755,2.719727,3.461914
1.756,2.788086,3.515625
1.757,2.832032,3.559571
1.758,2.875977,3.588868
1.759,2.900391,3.603516
1.76,2.919922,3.608399
1.761,2.924805,3.598633
1.762,2.919922,3.559571
1.763,2.900391,3.515625
1.764,2.875977,3.422852
1.765,2.841797,3.305664
1.766,2.8125,3.164063
1.767,2.783203,3.00293
1.768,2.753907,2.832032
1.769,2.729492,2.666016
1.77,2.700196,2.456055
1.771,2.666016,2.265625
1.772,2.646485,2.050781
1.773,2.612305,1.826172
1.774,2.592774,1.601563
1.775,2.563477,1.37207
1.776,2.539063,1.123047
1.777,2.514649,0.883789
1.778,2.485352,0.639649
1.779,2.456055,0.390625
1.78,2.436524,0.141602
1.781,2.407227,-0.112305
1.782,2.382813,-0.366211
1.783,2.358399,-0.585938
1.784,2.338867,-0.683594
1.785,2.314453,-0.737305
1.786,2.290039,-0.771484
1.787,2.265625,-0.795899
1.788,2.241211,-0.825195
1.789,2.216797,-0.844727
1.79,2.197266,-0.864258
1.791,2.177735,-0.883789
1.792,2.158203,-0.898438
1.793,2.133789,-0.913086
1.794,2.109375,-0.927734
1.795,2.089844,-0.942383
1.796,2.06543,-0.947266
1.797,2.045899,-0.966797
1.798,2.026367,-0.966797
1.799,2.001953,-0.981445
1.8,1.987305,-0.986328
1.801,1.962891,-0.991211
1.802,1.938477,-0.996094
1.803,1.918946,-1.000977
1.804,1.899414,-1.000977
1.805,1.884766,-1.000977
1.806,1.860352,-1.000977
1.807,1.840821,-1.000977
1.808,1.821289,-1.000977
1.809,1.801758,-0.996094
1.81,1.78711,-0.991211
1.811,1.762695,-0.986328
1.812,1.748047,-0.981445
1.813,1.728516,-0.97168
1.814,1.713867,-0.961914
1.815,1.689453,-0.952149
1.816,1.674805,-0.942383
1.817,1.660156,-0.927734
1.818,1.645508,-0.917969
1.819,1.625977,-0.898438
1.82,1.611328,-0.888672
1.821,1.591797,-0.878906
1.822,1.577149,-0.849609
1.823,1.5625,-0.830078
1.824,1.547852,-0.805664
1.825,1.52832,-0.776367
1.826,1.518555,-0.74707
1.827,1.499024,-0.693359
1.828,1.484375,-0.615234
1.829,1.469727,-0.405273
1.83,1.459961,-0.161133
1.831,1.44043,0.087891
1.832,1.430664,0.341797
1.833,1.416016,0.59082
1.834,1.401367,0.839844
1.835,1.386719,1.069336
1.836,1.37207,1.323242
1.837,1.357422,1.5625
1.838,1.347656,1.767578
1.839,1.337891,1.958008
1.84,1.352539,2.026367
1.841,1.386719,2.094727
1.842,1.450195,2.172852
1.843,1.52832,2.265625
1.844,1.621094,2.368164
1.845,1.723633,2.475586
1.846,1.831055,2.587891
1.847,1.948242,2.705078
1.848,2.055664,2.817383
1.849,2.172852,2.934571
1.85,2.285156,3.041992
1.851,2.382813,3.144532
1.852,2.475586,3.237305
1.853,2.578125,3.320313
1.854,2.65625,3.393555
1.855,2.72461,3.452149
1.856,2.783203,3.510743
1.857,2.832032,3.559571
1.858,2.871094,3.588868
1.859,2.900391,3.608399
1.86,2.919922,3.608399
1.861,2.924805,3.598633
1.862,2.915039,3.569336
1.863,2.900391,3.515625
1.864,2.871094,3.422852
1.865,2.84668,3.305664
1.866,2.8125,3.168946
1.867,2.788086,3.00293
1.868,2.753907,2.836914
1.869,2.729492,2.651367
1.87,2.695313,2.460938
1.871,2.675782,2.270508
1.872,2.641602,2.060547
1.873,2.617188,1.831055
1.874,2.592774,1.601563
1.875,2.563477,1.367188
1.876,2.53418,1.12793
1.877,2.514649,0.883789
1.878,2.480469,0.639649
1.879,2.460938,0.385742
1.88,2.431641,0.141602
1.881,2.41211,-0.117188
1.882,2.382813,-0.366211
1.883,2.363281,-0.585938
1.884,2.333985,-0.688477
1.885,2.314453,-0.737305
1.886,2.290039,-0.766602
1.887,2.270508,-0.800781
1.888,2.246094,-0.825195
1.889,2.22168,-0.844727
1.89,2.197266,-0.864258
1.891,2.177735,-0.878906
1.892,2.153321,-0.898438
1.893,2.133789,-0.908203
1.894,2.114258,-0.927734
1.895,2.084961,-0.942383
1.896,2.070313,-0.952149
1.897,2.045899,-0.961914
1.898,2.026367,-0.97168
1.899,1.997071,-0.981445
1.9,1.987305,-0.986328
1.901,1.962891,-0.991211
1.902,1.94336,-0.996094
1.903,1.923828,-1.000977
1.904,1.899414,-1.000977
1.905,1.879883,-1.010742
1.906,1.860352,-1.000977
1.907,1.840821,-1.000977
1.908,1.821289,-1.000977
1.909,1.806641,-0.996094
1.91,1.782227,-0.991211
1.911,1.767578,-0.986328
1.912,1.748047,-0.976563
1.913,1.728516,-0.97168
1.914,1.708985,-0.976563
1.915,1.694336,-0.957031
1.916,1.674805,-0.942383
1.917,1.660156,-0.927734
1.918,1.640625,-0.917969
1.919,1.625977,-0.898438
1.92,1.606445,-0.888672
1.921,1.591797,-0.864258
1.922,1.577149,-0.849609
1.923,1.557617,-0.830078
1.924,1.547852,-0.800781
1.925,1.533203,-0.776367
1.926,1.518555,-0.742188
