time,Vs,Vo
0.117,1.655274,-0.927734
0.118,1.645508,-0.917969
0.119,1.625977,-0.90332
0.12,1.611328,-0.883789
0.121,1.591797,-0.864258
0.122,1.577149,-0.849609
0.123,1.557617,-0.830078
0.124,1.542969,-0.805664
0.125,1.533203,-0.776367
0.126,1.518555,-0.742188
0.127,1.499024,-0.693359
0.128,1.489258,-0.610352
0.129,1.469727,-0.400391
0.13,1.459961,-0.161133
0.131,1.44043,0.092773
0.132,1.430664,0.341797
0.133,1.416016,0.600586
0.134,1.40625,0.834961
0.135,1.386719,1.083984
0.136,1.376953,1.328125
0.137,1.357422,1.5625
0.138,1.347656,1.78711
0.139,1.337891,1.953125
0.14,1.352539,2.026367
0.141,1.386719,2.094727
0.142,1.450195,2.177735
0.143,1.52832,2.270508
0.144,1.621094,2.368164
0.145,1.723633,2.475586
0.146,1.831055,2.592774
0.147,1.948242,2.705078
0.148,2.060547,2.817383
0.149,2.172852,2.934571
0.15,2.280274,3.041992
0.151,2.387696,3.144532
0.152,2.480469,3.237305
0.153,2.578125,3.31543
0.154,2.651367,3.398438
0.155,2.729492,3.461914
0.156,2.788086,3.515625
0.157,2.836914,3.559571
0.158,2.871094,3.588868
0.159,2.905274,3.608399
0.16,2.915039,3.613282
0.161,2.924805,3.598633
0.162,2.915039,3.564453
0.163,2.900391,3.510743
0.164,2.871094,3.432618
0.165,2.841797,3.310547
0.166,2.8125,3.164063
0.167,2.783203,3.007813
0.168,2.753907,2.832032
0.169,2.72461,2.651367
0.17,2.700196,2.451172
0.171,2.675782,2.25586
0.172,2.641602,2.050781
0.173,2.617188,1.835938
0.174,2.587891,1.606445
0.175,2.563477,1.362305
0.176,2.539063,1.12793
0.177,2.509766,0.878906
0.178,2.480469,0.644531
0.179,2.460938,0.395508
0.18,2.431641,0.136719
0.181,2.41211,-0.112305
0.182,2.382813,-0.356445
0.183,2.363281,-0.585938
0.184,2.338867,-0.683594
0.185,2.314453,-0.732422
0.186,2.294922,-0.766602
0.187,2.270508,-0.800781
0.188,2.241211,-0.820313
0.189,2.22168,-0.844727
0.19,2.197266,-0.864258
0.191,2.172852,-0.883789
0.192,2.153321,-0.898438
0.193,2.133789,-0.913086
0.194,2.114258,-0.927734
0.195,2.084961,-0.9375
0.196,2.070313,-0.952149
0.197,2.045899,-0.961914
0.198,2.026367,-0.97168
0.199,2.001953,-0.976563
0.2,1.982422,-0.986328
0.201,1.962891,-0.986328
0.202,1.94336,-0.996094
0.203,1.923828,-0.996094
0.204,1.904297,-1.000977
0.205,1.879883,-1.000977
0.206,1.860352,-1.005859
0.207,1.840821,-1.000977
0.208,1.821289,-0.996094
0.209,1.801758,-0.996094
0.21,1.78711,-0.991211
0.211,1.767578,-0.986328
0.212,1.748047,-0.976563
0.213,1.728516,-0.97168
0.214,1.708985,-0.961914
0.215,1.694336,-0.952149
0.216,1.674805,-0.942383
0.217,1.660156,-0.927734
0.218,1.640625,-0.917969
0.219,1.63086,-0.898438
0.22,1.611328,-0.883789
0.221,1.59668,-0.864258
0.222,1.577149,-0.849609
0.223,1.5625,-0.830078
0.224,1.542969,-0.805664
0.225,1.533203,-0.776367
0.226,1.518555,-0.74707
0.227,1.499024,-0.698242
0.228,1.489258,-0.610352
0.229,1.469727,-0.400391
0.23,1.459961,-0.151367
0.231,1.44043,0.087891
0.232,1.430664,0.341797
0.233,1.416016,0.585938
0.234,1.401367,0.834961
0.235,1.386719,1.079102
0.236,1.376953,1.323242
0.237,1.357422,1.567383
0.238,1.347656,1.777344
0.239,1.337891,1.953125
0.24,1.352539,2.03125
0.241,1.386719,2.094727
0.242,1.450195,2.177735
0.243,1.523438,2.265625
0.244,1.625977,2.363281
0.245,1.723633,2.475586
0.246,1.835938,2.587891
0.247,1.94336,2.705078
0.248,2.060547,2.8125
0.249,2.167969,2.934571
0.25,2.280274,3.03711
0.251,2.382813,3.144532
0.252,2.480469,3.237305
0.253,2.573242,3.320313
0.254,2.65625,3.398438
0.255,2.719727,3.461914
0.256,2.783203,3.515625
0.257,2.832032,3.554688
0.258,2.875977,3.588868
0.259,2.905274,3.608399
0.26,2.919922,3.613282
0.261,2.924805,3.598633
0.262,2.915039,3.554688
0.263,2.900391,3.515625
0.264,2.871094,3.427735
0.265,2.84668,3.305664
0.266,2.8125,3.15918
0.267,2.788086,2.998047
0.268,2.753907,2.841797
0.269,2.72461,2.65625
0.27,2.695313,2.465821
0.271,2.670899,2.25586
0.272,2.641602,2.055664
0.273,2.617188,1.831055
0.274,2.587891,1.601563
0.275,2.563477,1.376953
0.276,2.539063,1.12793
0.277,2.509766,0.878906
0.278,2.485352,0.634766
0.279,2.456055,0.395508
0.28,2.436524,0.146484
0.281,2.41211,-0.102539
0.282,2.387696,-0.361328
0.283,2.358399,-0.581055
0.284,2.338867,-0.683594
0.285,2.309571,-0.737305
0.286,2.290039,-0.771484
0.287,2.270508,-0.800781
0.288,2.246094,-0.820313
0.289,2.226563,-0.844727
0.29,2.197266,-0.864258
0.291,2.177735,-0.883789
0.292,2.153321,-0.898438
0.293,2.133789,-0.917969
0.294,2.109375,-0.927734
0.295,2.089844,-0.942383
0.296,2.06543,-0.952149
0.297,2.050781,-0.961914
0.298,2.021485,-0.966797
0.299,2.001953,-0.97168
0.3,1.982422,-0.986328
0.301,1.962891,-0.986328
0.302,1.94336,-0.996094
0.303,1.918946,-0.996094
0.304,1.904297,-0.996094
0.305,1.879883,-1.005859
0.306,1.865235,-1.000977
0.307,1.840821,-1.000977
0.308,1.821289,-1.000977
0.309,1.801758,-0.991211
0.31,1.78711,-0.996094
0.311,1.762695,-0.986328
0.312,1.748047,-0.981445
0.313,1.728516,-0.97168
0.314,1.713867,-0.961914
0.315,1.694336,-0.952149
0.316,1.679688,-0.942383
0.317,1.660156,-0.927734
0.318,1.645508,-0.917969
0.319,1.621094,-0.898438
0.32,1.606445,-0.888672
0.321,1.59668,-0.869141
0.322,1.582031,-0.849609
0.323,1.557617,-0.830078
0.324,1.547852,-0.805664
0.325,1.52832,-0.776367
0.326,1.513672,-0.742188
0.327,1.499024,-0.698242
0.328,1.484375,-0.605469
0.329,1.469727,-0.410156
0.33,1.459961,-0.15625
0.331,1.445313,0.083008
0.332,1.425781,0.34668
0.333,1.416016,0.59082
0.334,1.401367,0.844727
0.335,1.386719,1.079102
0.336,1.37207,1.323242
0.337,1.362305,1.552735
0.338,1.347656,1.782227
0.339,1.342774,1.953125
0.34,1.352539,2.026367
0.341,1.391602,2.094727
0.342,1.450195,2.177735
0.343,1.52832,2.270508
0.344,1.625977,2.368164
0.345,1.71875,2.475586
0.346,1.831055,2.587891
0.347,1.948242,2.709961
0.348,2.055664,2.822266
0.349,2.172852,2.934571
0.35,2.285156,3.041992
0.351,2.382813,3.144532
0.352,2.480469,3.237305
0.353,2.573242,3.320313
0.354,2.651367,3.388672
0.355,2.72461,3.461914
0.356,2.783203,3.520508
0.357,2.836914,3.559571
0.358,2.871094,3.588868
0.359,2.900391,3.608399
0.36,2.919922,3.608399
0.361,2.924805,3.603516
0.362,2.919922,3.574219
0.363,2.900391,3.515625
0.364,2.875977,3.427735
0.365,2.841797,3.310547
0.366,2.8125,3.15918
0.367,2.783203,2.998047
0.368,2.753907,2.832032
0.369,2.72461,2.65625
0.37,2.700196,2.465821
0.371,2.670899,2.265625
0.372,2.641602,2.060547
0.373,2.617188,1.826172
0.374,2.587891,1.611328
0.375,2.563477,1.367188
0.376,2.53418,1.118164
0.377,2.514649,0.878906
0.378,2.480469,0.644531
0.379,2.460938,0.390625
0.38,2.431641,0.146484
0.381,2.41211,-0.107422
0.382,2.382813,-0.351563
0.383,2.358399,-0.585938
0.384,2.338867,-0.683594
0.385,2.314453,-0.737305
0.386,2.290039,-0.771484
0.387,2.265625,-0.805664
0.388,2.246094,-0.820313
0.389,2.22168,-0.839844
0.39,2.202149,-0.869141
0.391,2.172852,-0.878906
0.392,2.158203,-0.898438
0.393,2.128906,-0.913086
0.394,2.109375,-0.927734
0.395,2.084961,-0.9375
0.396,2.070313,-0.952149
0.397,2.045899,-0.952149
0.398,2.026367,-0.97168
0.399,2.001953,-0.976563
0.4,1.982422,-0.986328
0.401,1.962891,-0.991211
0.402,1.94336,-0.996094
0.403,1.923828,-0.996094
0.404,1.904297,-1.005859
0.405,1.879883,-1.000977
0.406,1.860352,-0.996094
0.407,1.840821,-1.000977
0.408,1.821289,-1.000977
0.409,1.801758,-0.996094
0.41,1.78711,-0.991211
0.411,1.767578,-0.986328
0.412,1.748047,-0.986328
0.413,1.728516,-0.97168
0.414,1.713867,-0.961914
0.415,1.694336,-0.952149
0.416,1.674805,-0.942383
0.417,1.660156,-0.927734
0.418,1.640625,-0.917969
0.419,1.63086,-0.908203
0.42,1.611328,-0.888672
0.421,1.59668,-0.869141
0.422,1.577149,-0.849609
0.423,1.5625,-0.830078
0.424,1.542969,-0.800781
0.425,1.533203,-0.776367
0.426,1.513672,-0.742188
0.427,1.503906,-0.698242
0.428,1.489258,-0.605469
0.429,1.469727,-0.400391
0.43,1.459961,-0.151367
0.431,1.44043,0.087891
0.432,1.430664,0.34668
0.433,1.411133,0.59082
0.434,1.401367,0.834961
0.435,1.386719,1.083984
0.436,1.376953,1.328125
0.437,1.362305,1.5625
0.438,1.352539,1.782227
0.439,1.337891,1.953125
0.44,1.352539,2.026367
0.441,1.386719,2.09961
0.442,1.445313,2.177735
0.443,1.52832,2.265625
0.444,1.621094,2.368164
0.445,1.723633,2.480469
0.446,1.831055,2.592774
0.447,1.948242,2.695313
0.448,2.055664,2.822266
0.449,2.172852,2.929688
0.45,2.280274,3.041992
0.451,2.392578,3.139649
0.452,2.480469,3.237305
0.453,2.573242,3.320313
0.454,2.65625,3.398438
0.455,2.72461,3.461914
0.456,2.788086,3.520508
0.457,2.832032,3.559571
0.458,2.875977,3.59375
0.459,2.905274,3.608399
0.46,2.919922,3.613282
0.461,2.924805,3.598633
0.462,2.919922,3.554688
0.463,2.905274,3.510743
0.464,2.875977,3.427735
0.465,2.84668,3.310547
0.466,2.8125,3.164063
0.467,2.783203,3.007813
0.468,2.758789,2.836914
0.469,2.729492,2.651367
0.47,2.700196,2.460938
0.471,2.670899,2.260742
0.472,2.641602,2.055664
0.473,2.617188,1.831055
0.474,2.592774,1.606445
0.475,2.563477,1.367188
0.476,2.539063,1.12793
0.477,2.509766,0.878906
0.478,2.485352,0.644531
0.479,2.456055,0.390625
0.48,2.436524,0.141602
0.481,2.407227,-0.112305
0.482,2.387696,-0.356445
0.483,2.363281,-0.581055
0.484,2.338867,-0.688477
0.485,2.314453,-0.737305
0.486,2.290039,-0.776367
0.487,2.270508,-0.795899
0.488,2.246094,-0.825195
0.489,2.22168,-0.844727
0.49,2.197266,-0.864258
0.491,2.177735,-0.883789
0.492,2.153321,-0.898438
0.493,2.133789,-0.917969
0.494,2.109375,-0.927734
0.495,2.089844,-0.942383
0.496,2.070313,-0.961914
0.497,2.050781,-0.961914
0.498,2.026367,-0.966797
0.499,2.006836,-0.976563
0.5,1.982422,-0.981445
0.501,1.962891,-0.991211
0.502,1.94336,-0.996094
0.503,1.923828,-1.005859
0.504,1.904297,-1.000977
0.505,1.879883,-1.005859
0.506,1.860352,-1.000977
0.507,1.840821,-1.000977
0.508,1.826172,-0.996094
0.509,1.801758,-0.996094
0.51,1.78711,-0.991211
0.511,1.767578,-0.986328
0.512,1.75293,-0.981445
0.513,1.728516,-0.97168
0.514,1.713867,-0.961914
0.515,1.694336,-0.952149
0.516,1.674805,-0.942383
0.517,1.660156,-0.927734
0.518,1.645508,-0.917969
0.519,1.625977,-0.898438
0.52,1.611328,-0.888672
0.521,1.591797,-0.869141
0.522,1.577149,-0.859375
0.523,1.557617,-0.830078
0.524,1.542969,-0.805664
0.525,1.52832,-0.776367
0.526,1.513672,-0.74707
0.527,1.503906,-0.698242
0.528,1.489258,-0.605469
0.529,1.47461,-0.410156
0.53,1.455078,-0.151367
0.531,1.445313,0.083008
0.532,1.430664,0.341797
0.533,1.416016,0.595703
0.534,1.401367,0.834961
0.535,1.386719,1.079102
0.536,1.37207,1.323242
0.537,1.362305,1.5625
0.538,1.347656,1.777344
0.539,1.342774,1.953125
0.54,1.347656,2.03125
0.541,1.391602,2.09961
0.542,1.450195,2.177735
0.543,1.52832,2.270508
0.544,1.621094,2.368164
0.545,1.723633,2.475586
0.546,1.831055,2.578125
0.547,1.94336,2.705078
0.548,2.060547,2.817383
0.549,2.167969,2.934571
0.55,2.280274,3.041992
0.551,2.382813,3.144532
0.552,2.485352,3.237305
0.553,2.573242,3.320313
0.554,2.65625,3.393555
0.555,2.719727,3.466797
0.556,2.783203,3.515625
0.557,2.832032,3.559571
0.558,2.875977,3.588868
0.559,2.905274,3.613282
0.56,2.924805,3.608399
0.561,2.924805,3.598633
0.562,2.915039,3.569336
0.563,2.900391,3.515625
0.564,2.871094,3.422852
0.565,2.841797,3.305664
0.566,2.817383,3.15918
0.567,2.783203,3.00293
0.568,2.753907,2.832032
0.569,2.729492,2.65625
0.57,2.700196,2.460938
0.571,2.666016,2.265625
0.572,2.646485,2.050781
0.573,2.617188,1.831055
0.574,2.592774,1.601563
0.575,2.563477,1.367188
0.576,2.539063,1.118164
0.577,2.509766,0.883789
0.578,2.485352,0.639649
0.579,2.456055,0.390625
0.58,2.436524,0.136719
0.581,2.41211,-0.107422
0.582,2.387696,-0.361328
0.583,2.363281,-0.585938
0.584,2.338867,-0.683594
0.585,2.314453,-0.732422
0.586,2.290039,-0.771484
0.587,2.270508,-0.795899
0.588,2.246094,-0.825195
0.589,2.22168,-0.839844
0.59,2.202149,-0.859375
0.591,2.177735,-0.878906
0.592,2.153321,-0.898438
0.593,2.133789,-0.913086
0.594,2.114258,-0.927734
0.595,2.089844,-0.932617
0.596,2.070313,-0.947266
0.597,2.045899,-0.961914
0.598,2.026367,-0.97168
0.599,2.001953,-0.976563
0.6,1.982422,-0.986328
0.601,1.958008,-0.991211
0.602,1.94336,-0.996094
0.603,1.918946,-1.000977
0.604,1.904297,-1.000977
0.605,1.879883,-0.996094
0.606,1.865235,-1.000977
0.607,1.840821,-1.000977
0.608,1.821289,-1.000977
0.609,1.801758,-0.996094
0.61,1.78711,-0.991211
0.611,1.767578,-0.981445
0.612,1.748047,-0.97168
0.613,1.728516,-0.961914
0.614,1.708985,-0.961914
0.615,1.689453,-0.947266
0.616,1.679688,-0.942383
0.617,1.660156,-0.927734
0.618,1.645508,-0.913086
0.619,1.625977,-0.898438
0.62,1.611328,-0.883789
0.621,1.591797,-0.869141
0.622,1.577149,-0.849609
0.623,1.5625,-0.830078
0.624,1.547852,-0.805664
0.625,1.533203,-0.771484
0.626,1.513672,-0.74707
0.627,1.499024,-0.698242
0.628,1.489258,-0.610352
0.629,1.469727,-0.405273
0.63,1.459961,-0.166016
0.631,1.445313,0.097656
0.632,1.430664,0.351563
0.633,1.416016,0.59082
0.634,1.401367,0.839844
0.635,1.386719,1.088867
0.636,1.376953,1.323242
0.637,1.357422,1.5625
0.638,1.347656,1.78711
0.639,1.333008,1.953125
0.64,1.352539,2.026367
0.641,1.386719,2.094727
0.642,1.450195,2.177735
0.643,1.52832,2.270508
0.644,1.621094,2.368164
0.645,1.71875,2.480469
0.646,1.831055,2.587891
0.647,1.94336,2.705078
0.648,2.060547,2.817383
0.649,2.172852,2.934571
0.65,2.280274,3.03711
0.651,2.382813,3.144532
0.652,2.485352,3.232422
0.653,2.573242,3.310547
0.654,2.65625,3.393555
0.655,2.719727,3.452149
0.656,2.783203,3.515625
0.657,2.832032,3.559571
0.658,2.871094,3.588868
0.659,2.905274,3.603516
0.66,2.919922,3.613282
0.661,2.924805,3.598633
0.662,2.915039,3.564453
0.663,2.900391,3.510743
0.664,2.871094,3.4375
0.665,2.84668,3.305664
0.666,2.8125,3.164063
0.667,2.783203,2.998047
0.668,2.753907,2.836914
0.669,2.729492,2.651367
0.67,2.700196,2.465821
0.671,2.670899,2.265625
0.672,2.646485,2.055664
0.673,2.617188,1.831055
0.674,2.587891,1.611328
0.675,2.563477,1.37207
0.676,2.539063,1.118164
0.677,2.509766,0.883789
0.678,2.485352,0.634766
0.679,2.456055,0.390625
0.68,2.436524,0.141602
0.681,2.407227,-0.107422
0.682,2.387696,-0.361328
0.683,2.358399,-0.585938
0.684,2.338867,-0.683594
0.685,2.314453,-0.732422
0.686,2.290039,-0.771484
0.687,2.265625,-0.795899
0.688,2.246094,-0.820313
0.689,2.22168,-0.839844
0.69,2.197266,-0.869141
0.691,2.172852,-0.883789
0.692,2.153321,-0.898438
0.693,2.133789,-0.913086
0.694,2.109375,-0.927734
0.695,2.089844,-0.942383
0.696,2.06543,-0.957031
0.697,2.045899,-0.961914
0.698,2.026367,-0.966797
0.699,2.006836,-0.981445
0.7,1.982422,-0.981445
0.701,1.962891,-0.991211
0.702,1.94336,-0.991211
0.703,1.923828,-0.996094
0.704,1.904297,-0.996094
0.705,1.884766,-1.005859
0.706,1.865235,-1.000977
0.707,1.840821,-1.000977
0.708,1.821289,-0.996094
0.709,1.806641,-0.996094
0.71,1.782227,-0.991211
0.711,1.767578,-0.986328
0.712,1.748047,-0.981445
0.713,1.733399,-0.97168
0.714,1.713867,-0.961914
0.715,1.694336,-0.952149
0.716,1.674805,-0.942383
0.717,1.660156,-0.927734
0.718,1.640625,-0.913086
0.719,1.625977,-0.90332
0.72,1.606445,-0.898438
0.721,1.591797,-0.864258
0.722,1.577149,-0.839844
0.723,1.557617,-0.830078
0.724,1.542969,-0.805664
0.725,1.52832,-0.776367
0.726,1.513672,-0.742188
0.727,1.499024,-0.698242
0.728,1.484375,-0.605469
0.729,1.47461,-0.405273
0.73,1.455078,-0.15625
0.731,1.44043,0.092773
0.732,1.425781,0.341797
0.733,1.416016,0.59082
0.734,1.396485,0.839844
0.735,1.386719,1.079102
0.736,1.376953,1.323242
0.737,1.357422,1.557617
0.738,1.347656,1.791992
0.739,1.337891,1.958008
0.74,1.352539,2.03125
0.741,1.386719,2.09961
0.742,1.445313,2.177735
0.743,1.52832,2.265625
0.744,1.621094,2.368164
0.745,1.723633,2.485352
0.746,1.831055,2.587891
0.747,1.94336,2.705078
0.748,2.055664,2.817383
0.749,2.167969,2.929688
0.75,2.280274,3.03711
0.751,2.382813,3.139649
0.752,2.485352,3.232422
0.753,2.573242,3.325196
0.754,2.65625,3.403321
0.755,2.72461,3.461914
0.756,2.788086,3.515625
0.757,2.832032,3.559571
0.758,2.875977,3.583985
0.759,2.905274,3.608399
0.76,2.924805,3.608399
0.761,2.924805,3.598633
0.762,2.919922,3.564453
0.763,2.900391,3.515625
0.764,2.875977,3.413086
0.765,2.84668,3.305664
0.766,2.817383,3.164063
0.767,2.783203,3.00293
0.768,2.758789,2.832032
0.769,2.72461,2.65625
0.77,2.700196,2.460938
0.771,2.670899,2.270508
0.772,2.646485,2.055664
0.773,2.617188,1.835938
0.774,2.592774,1.601563
0.775,2.563477,1.37207
0.776,2.539063,1.12793
0.777,2.509766,0.888672
0.778,2.485352,0.644531
0.779,2.460938,0.380859
0.78,2.436524,0.141602
0.781,2.407227,-0.102539
0.782,2.387696,-0.361328
0.783,2.363281,-0.576172
0.784,2.338867,-0.688477
0.785,2.309571,-0.732422
0.786,2.294922,-0.771484
0.787,2.265625,-0.795899
0.788,2.250977,-0.825195
0.789,2.22168,-0.844727
0.79,2.202149,-0.864258
0.791,2.177735,-0.883789
0.792,2.158203,-0.898438
0.793,2.128906,-0.913086
0.794,2.109375,-0.927734
0.795,2.089844,-0.942383
0.796,2.06543,-0.952149
0.797,2.045899,-0.961914
0.798,2.026367,-0.966797
0.799,2.006836,-0.976563
0.8,1.982422,-0.981445
0.801,1.962891,-0.991211
0.802,1.94336,-0.996094
0.803,1.923828,-1.000977
0.804,1.899414,-1.000977
0.805,1.884766,-1.005859
0.806,1.860352,-1.005859
0.807,1.845703,-1.005859
0.808,1.821289,-0.996094
0.809,1.801758,-0.996094
0.81,1.782227,-0.991211
0.811,1.767578,-0.986328
0.812,1.748047,-0.976563
0.813,1.733399,-0.97168
0.814,1.713867,-0.961914
0.815,1.694336,-0.957031
0.816,1.679688,-0.942383
0.817,1.660156,-0.932617
0.818,1.640625,-0.913086
0.819,1.625977,-0.898438
0.82,1.611328,-0.888672
0.821,1.59668,-0.864258
0.822,1.582031,-0.854492
0.823,1.557617,-0.825195
0.824,1.547852,-0.805664
0.825,1.52832,-0.771484
0.826,1.518555,-0.742188
0.827,1.499024,-0.698242
0.828,1.489258,-0.610352
0.829,1.469727,-0.410156
0.83,1.459961,-0.15625
0.831,1.44043,0.092773
0.832,1.430664,0.341797
0.833,1.411133,0.59082
0.834,1.401367,0.849609
0.835,1.386719,1.083984
0.836,1.376953,1.31836
0.837,1.362305,1.5625
0.838,1.347656,1.782227
0.839,1.337891,1.938477
0.84,1.347656,2.03125
0.841,1.386719,2.094727
0.842,1.450195,2.177735
0.843,1.52832,2.265625
0.844,1.621094,2.368164
0.845,1.723633,2.465821
0.846,1.831055,2.583008
0.847,1.94336,2.705078
0.848,2.055664,2.822266
0.849,2.172852,2.929688
0.85,2.280274,3.041992
0.851,2.387696,3.139649
0.852,2.485352,3.237305
0.853,2.578125,3.320313
0.854,2.651367,3.403321
0.855,2.72461,3.461914
0.856,2.783203,3.520508
0.857,2.836914,3.559571
0.858,2.875977,3.59375
0.859,2.905274,3.608399
0.86,2.919922,3.608399
0.861,2.924805,3.59375
0.862,2.915039,3.569336
0.863,2.900391,3.510743
0.864,2.871094,3.427735
0.865,2.84668,3.305664
0.866,2.8125,3.164063
0.867,2.783203,3.00293
0.868,2.753907,2.832032
0.869,2.72461,2.651367
0.87,2.700196,2.465821
0.871,2.666016,2.260742
0.872,2.646485,2.045899
0.873,2.617188,1.831055
0.874,2.587891,1.601563
0.875,2.563477,1.37207
0.876,2.539063,1.123047
0.877,2.509766,0.888672
0.878,2.485352,0.634766
0.879,2.460938,0.390625
0.88,2.436524,0.136719
0.881,2.407227,-0.107422
0.882,2.387696,-0.356445
0.883,2.363281,-0.576172
0.884,2.338867,-0.683594
0.885,2.314453,-0.732422
0.886,2.290039,-0.771484
0.887,2.265625,-0.795899
0.888,2.246094,-0.825195
0.889,2.22168,-0.844727
0.89,2.202149,-0.864258
0.891,2.177735,-0.883789
0.892,2.153321,-0.898438
0.893,2.133789,-0.913086
0.894,2.109375,-0.927734
0.895,2.089844,-0.9375
0.896,2.06543,-0.947266
0.897,2.045899,-0.961914
0.898,2.026367,-0.97168
0.899,2.006836,-0.981445
0.9,1.982422,-0.981445
0.901,1.962891,-0.991211
0.902,1.938477,-0.991211
0.903,1.923828,-1.000977
0.904,1.904297,-1.000977
0.905,1.884766,-1.000977
0.906,1.865235,-0.996094
0.907,1.840821,-1.005859
0.908,1.821289,-0.996094
0.909,1.801758,-0.996094
0.91,1.782227,-0.986328
0.911,1.767578,-0.986328
0.912,1.748047,-0.976563
0.913,1.733399,-0.97168
0.914,1.708985,-0.966797
0.915,1.694336,-0.952149
0.916,1.674805,-0.942383
0.917,1.660156,-0.927734
0.918,1.640625,-0.913086
0.919,1.625977,-0.90332
0.92,1.606445,-0.883789
0.921,1.59668,-0.869141
0.922,1.577149,-0.844727
0.923,1.5625,-0.830078
0.924,1.542969,-0.800781
0.925,1.533203,-0.776367
0.926,1.513672,-0.742188
0.927,1.499024,-0.698242
0.928,1.484375,-0.610352
0.929,1.47461,-0.405273
0.93,1.455078,-0.166016
0.931,1.445313,0.097656
0.932,1.430664,0.341797
0.933,1.416016,0.59082
0.934,1.401367,0.844727
0.935,1.391602,1.079102
0.936,1.37207,1.328125
0.937,1.362305,1.552735
0.938,1.347656,1.78711
0.939,1.342774,1.953125
0.94,1.347656,2.03125
0.941,1.386719,2.094727
0.942,1.445313,2.177735
0.943,1.52832,2.265625
0.944,1.621094,2.368164
0.945,1.71875,2.470703
0.946,1.831055,2.592774
0.947,1.948242,2.700196
0.948,2.055664,2.822266
0.949,2.172852,2.934571
0.95,2.280274,3.03711
0.951,2.382813,3.139649
0.952,2.480469,3.237305
0.953,2.573242,3.320313
0.954,2.651367,3.398438
0.955,2.72461,3.457032
0.956,2.783203,3.515625
0.957,2.832032,3.554688
0.958,2.871094,3.588868
0.959,2.905274,3.603516
0.96,2.915039,3.613282
0.961,2.924805,3.59375
0.962,2.915039,3.569336
0.963,2.900391,3.510743
