time,Vs,Vo
0.224,1.665039,2.314453
0.225,2.09961,2.749024
0.226,2.456055,3.125
0.227,2.753907,3.422852
0.228,2.963867,3.632813
0.229,3.090821,3.769532
0.23,3.120118,3.798829
0.231,3.071289,3.740235
0.232,2.924805,3.588868
0.233,2.695313,3.34961
0.234,2.363281,3.017578
0.235,1.992188,2.646485
0.236,1.547852,2.182617
0.237,1.05957,1.674805
0.238,0.546875,1.12793
0.239,0.053711,0.537109
0.24,-0.014648,-0.073242
0.241,-0.014648,-0.634766
0.242,-0.019531,-0.756836
0.243,-0.024414,-0.805664
0.244,-0.029297,-0.849609
0.245,-0.039063,-0.874024
0.246,-0.039063,-0.898438
0.247,-0.043945,-0.913086
0.248,-0.043945,-0.922852
0.249,-0.048828,-0.917969
0.25,-0.048828,-0.927734
0.251,-0.048828,-0.922852
0.252,-0.043945,-0.922852
0.253,-0.043945,-0.90332
0.254,-0.039063,-0.888672
0.255,-0.03418,-0.859375
0.256,-0.029297,-0.834961
0.257,-0.024414,-0.795899
0.258,-0.019531,-0.732422
0.259,-0.014648,-0.537109
0.26,-0.009766,0.078125
0.261,0.15625,0.683594
0.262,0.65918,1.269531
0.263,1.171875,1.816406
0.264,1.674805,2.329102
0.265,2.094727,2.758789
0.266,2.456055,3.120118
0.267,2.753907,3.417969
0.268,2.963867,3.652344
0.269,3.090821,3.764649
0.27,3.129883,3.798829
0.271,3.066407,3.740235
0.272,2.924805,3.588868
0.273,2.685547,3.359375
0.274,2.363281,3.022461
0.275,1.987305,2.636719
0.276,1.533203,2.177735
0.277,1.049805,1.669922
0.278,0.546875,1.118164
0.279,0.058594,0.537109
0.28,-0.014648,-0.083008
0.281,-0.009766,-0.639649
0.282,-0.019531,-0.751953
0.283,-0.024414,-0.810547
0.284,-0.03418,-0.844727
0.285,-0.03418,-0.878906
0.286,-0.043945,-0.893555
0.287,-0.043945,-0.908203
0.288,-0.048828,-0.922852
0.289,-0.048828,-0.932617
0.29,-0.048828,-0.927734
0.291,-0.048828,-0.9375
0.292,-0.043945,-0.917969
0.293,-0.048828,-0.908203
0.294,-0.039063,-0.893555
0.295,-0.039063,-0.864258
0.296,-0.024414,-0.834961
0.297,-0.024414,-0.795899
0.298,-0.014648,-0.737305
0.299,-0.014648,-0.532227
0.3,-0.009766,0.068359
0.301,0.146484,0.688477
0.302,0.664063,1.269531
0.303,1.176758,1.801758
0.304,1.665039,2.324219
0.305,2.084961,2.749024
0.306,2.456055,3.120118
0.307,2.753907,3.427735
0.308,2.963867,3.642578
0.309,3.090821,3.764649
0.31,3.120118,3.793946
0.311,3.066407,3.735352
0.312,2.919922,3.59375
0.313,2.685547,3.34961
0.314,2.368164,3.017578
0.315,1.992188,2.636719
0.316,1.552735,2.182617
0.317,1.069336,1.674805
0.318,0.541992,1.118164
0.319,0.053711,0.537109
0.32,-0.009766,-0.087891
0.321,-0.014648,-0.644531
0.322,-0.019531,-0.756836
0.323,-0.029297,-0.810547
0.324,-0.029297,-0.844727
0.325,-0.039063,-0.874024
0.326,-0.03418,-0.898438
0.327,-0.043945,-0.908203
0.328,-0.048828,-0.927734
0.329,-0.048828,-0.927734
0.33,-0.043945,-0.927734
0.331,-0.048828,-0.922852
0.332,-0.048828,-0.922852
0.333,-0.043945,-0.908203
0.334,-0.039063,-0.878906
0.335,-0.03418,-0.869141
0.336,-0.029297,-0.834961
0.337,-0.024414,-0.795899
0.338,-0.019531,-0.732422
0.339,-0.009766,-0.541992
0.34,-0.014648,0.078125
0.341,0.15625,0.698242
0.342,0.664063,1.25
0.343,1.186524,1.821289
0.344,1.665039,2.319336
0.345,2.089844,2.749024
0.346,2.460938,3.129883
0.347,2.753907,3.422852
0.348,2.963867,3.642578
0.349,3.090821,3.764649
0.35,3.129883,3.803711
0.351,3.071289,3.740235
0.352,2.919922,3.588868
0.353,2.685547,3.354493
0.354,2.358399,3.007813
0.355,1.987305,2.631836
0.356,1.552735,2.177735
0.357,1.05957,1.674805
0.358,0.537109,1.118164
0.359,0.078125,0.532227
0.36,-0.009766,-0.097656
0.361,-0.014648,-0.634766
0.362,-0.019531,-0.761719
0.363,-0.024414,-0.805664
0.364,-0.029297,-0.844727
0.365,-0.039063,-0.874024
0.366,-0.039063,-0.898438
0.367,-0.048828,-0.922852
0.368,-0.043945,-0.922852
0.369,-0.048828,-0.927734
0.37,-0.048828,-0.932617
0.371,-0.048828,-0.922852
0.372,-0.043945,-0.922852
0.373,-0.048828,-0.908203
0.374,-0.039063,-0.888672
0.375,-0.03418,-0.864258
0.376,-0.029297,-0.834961
0.377,-0.024414,-0.795899
0.378,-0.019531,-0.737305
0.379,-0.014648,-0.541992
0.38,-0.009766,0.083008
0.381,0.161133,0.683594
0.382,0.673828,1.269531
0.383,1.186524,1.821289
0.384,1.674805,2.309571
0.385,2.089844,2.749024
0.386,2.456055,3.125
0.387,2.763672,3.417969
0.388,2.973633,3.652344
0.389,3.095703,3.769532
0.39,3.125,3.808594
0.391,3.066407,3.740235
0.392,2.924805,3.59375
0.393,2.69043,3.359375
0.394,2.358399,3.017578
0.395,1.997071,2.636719
